dQ2A,dQ3D,dQ4A,dQ5D,dQ6S,dQ7A,dQ8S,dQ10D,dQ13D,dQ14S,dQ16D,dQ17D,dQ18S,dQ19A,dQ20A,dQ21D,dQ1S,dQ9A,dQ11S,dQ12S,dQ15A
1,0.07199589324776107,0.10210618312067339,0.10822051177233537,0.031765127652234736,0.1048572096142495,0.07223936350658318,-0.04920920716371191,-0.06767883831737276,0.14303015841557476,-0.08852229570765904,-0.15536495934976494,0.00581939065541119,0.0869494503880996,-0.06351249612433223,-0.16889643320277445,0.06762490675224847,-0.075448405416284,-0.02896278948611058,-0.024389062477233388,-0.07150398555804645
0.07199589324776107,1,-1.5313571227523995e-4,0.0415041834986186,-0.07263170837990497,-0.07285068199014956,-0.117977061317015,0.06368823088071975,-0.048989912845609,0.001188109409932299,0.016279836357249885,0.08440020509787227,-0.0981399082751799,-0.04541055017103561,-0.12330744333857602,0.06765458916742353,-0.04423219297348961,-0.05854388598110451,-0.0807445938412895,0.016818466816170753,-0.1404423776840901
0.10210618312067339,-1.5313571227523995e-4,1,0.04603709342865945,-0.0526975160338267,0.04904318623372242,0.00696862943447318,-0.06436836149749607,-0.12568795284807024,-0.11391226691391458,-0.10216000936503612,-0.14786801172508446,-0.04922691092452599,0.10165391295490261,0.03177448436061958,-0.07132313427817721,-0.04269770388394303,-0.12245502961005086,-0.004338465387995449,0.06240899854952742,0.012251998869272172
0.10822051177233537,0.0415041834986186,0.04603709342865945,1,0.018136739951194292,0.014053089735462598,0.04788986191050297,-0.11239840130144904,-0.04227874035267113,0.032984629554755625,0.006413691544185216,-0.10855211787332208,0.021024899293223,0.056729060864011034,-0.148107543655103,-0.1429769366714717,0.04520490783938089,-0.04916467525203377,-0.027967931232847125,-0.04827344653811051,-0.18977162052108681
0.031765127652234736,-0.07263170837990497,-0.0526975160338267,0.018136739951194292,1,0.04140116434876225,0.0029480928133215983,-0.1388919882367775,0.0015471967643335093,0.02767341104444249,-0.1243996689375176,-0.13268432542577235,0.09410478936924814,-0.04699263107189558,-0.10600771504192799,-0.15516314576618545,0.002608974840220253,-0.022805631834314524,-0.0509582345430522,-0.04572271700327856,-0.06363785724603341
0.1048572096142495,-0.07285068199014956,0.04904318623372242,0.014053089735462598,0.04140116434876225,1,0.12576332990744668,-0.12026258393314873,-0.08056941496750149,0.08035434183876489,-0.041558335479303404,-0.16164054714161502,0.0541687350187685,0.017570712494086906,-0.0711626777787275,-0.19210731059078479,-0.030703091531786644,0.022319305935237305,-0.1321210829935485,-0.11448663772535905,-0.002257053672911134
0.07223936350658318,-0.117977061317015,0.00696862943447318,0.04788986191050297,0.0029480928133215983,0.12576332990744668,1,-0.1882879156365832,-0.07930803943888154,0.06782416884239291,-0.1153279157893334,-0.17736266822519683,0.055753564270730714,-0.0029762910754214658,-0.05214749381850476,-0.2132501810437102,0.045563937780615175,-0.01756602133072196,-0.1208788080343778,-0.10833601021272167,0.0169419845599324
-0.04920920716371191,0.06368823088071975,-0.06436836149749607,-0.11239840130144904,-0.1388919882367775,-0.12026258393314873,-0.1882879156365832,1,-0.07811733432625548,-0.0648023294539375,0.1085649423421939,0.14118619884654912,-0.24109708213200703,-0.18044305416823003,-0.06680945603767723,0.16270884011215206,-0.06261764536697878,-0.030444302365108394,0.017557648822769313,-0.012159824236123657,-0.1402789233066089
-0.06767883831737276,-0.048989912845609,-0.12568795284807024,-0.04227874035267113,0.0015471967643335093,-0.08056941496750149,-0.07930803943888154,-0.07811733432625548,1,-0.011716252940573168,-0.037626900564940995,-0.04857124537774707,0.06152143106524538,-0.10622082501786223,-0.13395974716687079,-0.029150171215374377,-0.06772920222492958,-0.12555327346780276,-0.06832316892358935,-0.021819174048121805,-0.07836612172054971
0.14303015841557476,0.001188109409932299,-0.11391226691391458,0.032984629554755625,0.02767341104444249,0.08035434183876489,0.06782416884239291,-0.0648023294539375,-0.011716252940573168,1,-0.03219371765393616,-0.1685663832916736,0.06868303277530717,-0.03534740380958815,-0.10894303961877579,-0.10686206833664752,0.03945929757815379,-0.03661710189618476,-0.020799576933768694,-0.13807297759123757,-0.04513147811474878
